mmsi,timestamp,lat,lon,sog,cog,vessel_name,vessel_type,source
-1728961214,2026-05-26 05:27:47+00:00,-11.0171816667,142.884426667,11.7,341.6,,Unknown,AMSA_CTS_2026-05
-1728961214,2026-05-26 06:34:57+00:00,-10.8096616667,142.808133333,11.6,323.4,,Unknown,AMSA_CTS_2026-05
-1728961214,2026-05-26 07:34:57+00:00,-10.7023133333,142.641653333,12.2,319.8,,Unknown,AMSA_CTS_2026-05
-1728961214,2026-05-26 08:39:56+00:00,-10.5547316667,142.46808,12.7,301.1,,Unknown,AMSA_CTS_2026-05
-1728961214,2026-05-26 09:39:57+00:00,-10.50366,142.262906667,13.5,252.4,,Unknown,AMSA_CTS_2026-05
-1728961214,2026-05-26 10:39:58+00:00,-10.5641216667,142.050906667,12.8,267.5,,Unknown,AMSA_CTS_2026-05
-1728961214,2026-05-26 11:39:58+00:00,-10.6074983333,141.864026667,7.4,215.8,,Unknown,AMSA_CTS_2026-05
-1728961214,2026-05-26 12:44:48+00:00,-10.6160333333,141.683493333,0.0,0.0,,Unknown,AMSA_CTS_2026-05
-1728961214,2026-05-26 14:27:57+00:00,-10.5403783333,141.360573333,11.8,299.7,,Unknown,AMSA_CTS_2026-05
-1728961214,2026-05-26 15:44:57+00:00,-10.4167866667,141.13392,12.0,297.0,,Unknown,AMSA_CTS_2026-05
-1785268770,2026-05-01 00:07:37+00:00,-10.58633,142.22152,0.1,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-01 01:19:35+00:00,-10.586335,142.22153,0.0,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-01 02:28:34+00:00,-10.5863516667,142.221521667,0.0,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-01 03:40:34+00:00,-10.5863683333,142.221518333,0.0,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-01 04:52:35+00:00,-10.58634,142.221535,0.1,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-01 06:04:35+00:00,-10.5863466667,142.221535,0.1,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-01 21:28:09+00:00,-10.5863283333,142.221538333,0.0,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-02 04:57:02+00:00,-10.5864133333,142.22152,0.0,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-02 22:19:35+00:00,-10.5863383333,142.22151,0.0,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-02 23:20:08+00:00,-10.58632,142.221525,0.0,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-03 00:24:43+00:00,-10.586325,142.221513333,0.1,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-03 01:48:43+00:00,-10.5863483333,142.221506667,0.0,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-04 21:38:17+00:00,-10.5863383333,142.221513333,0.0,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-04 22:46:18+00:00,-10.5863183333,142.221511667,0.0,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-04 23:55:16+00:00,-10.58633,142.221523333,0.1,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-05 01:13:49+00:00,-10.5863383333,142.221531667,0.0,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-05 02:22:16+00:00,-10.5863266667,142.221523333,0.0,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-05 03:34:18+00:00,-10.5863383333,142.221526667,0.1,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-05 22:57:02+00:00,-10.5863433333,142.22152,0.0,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-06 19:06:47+00:00,-10.5863416667,142.221513333,0.0,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-09 01:47:43+00:00,-10.5863516667,142.221521667,0.0,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-09 03:19:40+00:00,-10.586345,142.221513333,0.0,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-09 04:40:41+00:00,-10.5863433333,142.221511667,0.0,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-09 06:01:43+00:00,-10.586345,142.221551667,0.1,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-09 07:04:34+00:00,-10.5611633333,142.075446667,7.8,9.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-09 08:09:35+00:00,-10.5751416667,142.161078333,14.6,96.2,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-11 08:37:11+00:00,-10.5863733333,142.221538333,0.0,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-11 09:39:03+00:00,-10.5845316667,142.028658333,16.8,263.5,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-11 10:39:31+00:00,-10.6048283333,141.809451667,13.9,234.2,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-11 11:44:32+00:00,-10.5886183333,141.986803333,14.7,83.1,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-11 12:54:40+00:00,-10.586355,142.221518333,0.1,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-11 14:03:40+00:00,-10.586345,142.22152,0.1,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-11 15:15:39+00:00,-10.58632,142.221523333,0.1,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-11 16:24:36+00:00,-10.5863233333,142.221533333,0.0,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-11 17:33:36+00:00,-10.5863333333,142.221508333,0.1,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-11 18:45:37+00:00,-10.5863333333,142.221511667,0.0,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-11 19:54:40+00:00,-10.58633,142.221513333,0.1,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-11 21:06:40+00:00,-10.586345,142.221508333,0.4,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-11 22:18:35+00:00,-10.586345,142.221511667,0.1,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-11 23:30:41+00:00,-10.58633,142.221503333,0.0,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-12 00:39:35+00:00,-10.58634,142.221523333,0.1,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-12 01:45:34+00:00,-10.5863416667,142.221513333,0.0,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-12 02:48:34+00:00,-10.58634,142.221516667,0.0,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-12 03:48:34+00:00,-10.58635,142.22152,0.0,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-12 04:54:38+00:00,-10.5863466667,142.221523333,0.0,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-12 06:06:37+00:00,-10.5863533333,142.22156,0.1,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-12 07:09:34+00:00,-10.586345,142.221516667,0.1,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-12 08:09:57+00:00,-10.564415,142.055933333,13.0,207.2,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-12 09:12:26+00:00,-10.5753983333,142.159556667,13.3,98.3,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-12 10:18:31+00:00,-10.586345,142.22151,0.0,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-12 11:19:53+00:00,-10.5630966667,141.947076667,18.3,271.8,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-12 12:24:53+00:00,-10.5962633333,141.881095,11.8,74.8,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-12 13:49:25+00:00,-10.5919283333,142.214366667,14.9,98.3,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-12 14:59:25+00:00,-10.5863416667,142.221518333,0.1,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-12 16:26:25+00:00,-10.5863316667,142.221515,0.1,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-12 17:38:25+00:00,-10.58632,142.221511667,0.1,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-12 18:50:25+00:00,-10.5863333333,142.221515,0.0,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-12 20:02:27+00:00,-10.5863216667,142.221516667,0.4,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-12 21:14:26+00:00,-10.5863366667,142.221505,0.1,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-12 22:23:24+00:00,-10.5863266667,142.221518333,0.5,297.4,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-12 23:35:25+00:00,-10.58633,142.22151,0.2,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-13 00:38:25+00:00,-10.5863366667,142.221523333,0.2,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-13 01:44:28+00:00,-10.5863516667,142.221508333,0.3,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-13 02:53:27+00:00,-10.5863466667,142.22152,0.1,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-13 03:59:27+00:00,-10.58635,142.221531667,0.0,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-13 05:26:27+00:00,-10.58634,142.221516667,0.0,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-13 06:35:28+00:00,-10.5863383333,142.22153,0.1,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-13 07:47:26+00:00,-10.5863416667,142.221516667,0.2,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-13 08:53:24+00:00,-10.5863366667,142.221535,0.0,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-13 09:53:29+00:00,-10.58634,142.221496667,0.1,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-13 11:02:26+00:00,-10.5863566667,142.221521667,0.2,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-13 12:02:30+00:00,-10.5863466667,142.22151,0.1,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-13 13:05:25+00:00,-10.5863316667,142.22152,0.0,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-13 14:14:23+00:00,-10.5863183333,142.221511667,0.2,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-13 15:20:30+00:00,-10.5863266667,142.221506667,0.0,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-13 16:32:24+00:00,-10.5863216667,142.221516667,0.1,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-13 17:38:28+00:00,-10.586325,142.221523333,0.2,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-13 18:50:24+00:00,-10.5863366667,142.221523333,0.1,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-13 19:53:25+00:00,-10.5863266667,142.221516667,0.2,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-13 20:53:26+00:00,-10.5863383333,142.221501667,0.0,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-13 21:56:26+00:00,-10.5863266667,142.221491667,0.1,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-13 23:02:24+00:00,-10.5863316667,142.221513333,0.0,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-14 00:02:25+00:00,-10.5863366667,142.221513333,0.0,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-14 01:02:28+00:00,-10.5863516667,142.221518333,0.1,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-14 02:02:28+00:00,-10.5863216667,142.221516667,0.0,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-14 03:14:24+00:00,-10.5863366667,142.22151,0.1,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-14 04:14:26+00:00,-10.5863366667,142.22152,0.2,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-14 05:23:29+00:00,-10.5863333333,142.221516667,0.1,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-14 06:35:28+00:00,-10.58634,142.221521667,0.1,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-14 07:44:27+00:00,-10.58634,142.221516667,0.1,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-14 08:50:31+00:00,-10.5863433333,142.221531667,0.1,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-14 10:05:29+00:00,-10.5863483333,142.221496667,0.0,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-14 11:09:18+00:00,-10.5539583333,142.06014,6.3,22.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-14 12:09:48+00:00,-10.58814,141.823176667,5.8,23.4,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-14 13:14:47+00:00,-10.5470333333,142.065776667,7.7,17.4,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-14 14:14:48+00:00,-10.5828816667,141.944631667,9.8,270.7,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-14 15:14:50+00:00,-10.5933683333,141.929716667,15.1,81.1,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-14 16:15:52+00:00,-10.5911266667,142.210528333,0.0,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-14 17:34:55+00:00,-10.5863266667,142.221536667,0.0,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-14 18:43:56+00:00,-10.5863316667,142.221518333,0.2,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-14 19:55:54+00:00,-10.5863166667,142.221533333,0.1,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-14 21:07:52+00:00,-10.5863333333,142.221503333,0.1,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-14 22:09:44+00:00,-10.56459,142.036878333,18.8,262.2,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-14 23:14:44+00:00,-10.6010383333,141.891613333,15.8,73.4,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-15 00:19:43+00:00,-10.595465,141.915893333,11.5,232.4,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-15 01:19:43+00:00,-10.594345,141.947085,15.8,88.5,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-15 02:25:19+00:00,-10.5916733333,142.211393333,13.5,110.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-15 04:04:40+00:00,-10.5792516667,142.182501667,18.3,294.5,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-15 05:09:39+00:00,-10.6076733333,141.870731667,18.2,252.4,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-15 06:09:39+00:00,-10.59036,141.993071667,17.8,82.4,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-15 07:32:20+00:00,-10.5863316667,142.221511667,0.1,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-15 08:39:36+00:00,-10.5771466667,142.156341667,15.4,267.3,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-15 09:39:36+00:00,-10.6035866667,141.890385,16.6,243.5,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-15 10:39:36+00:00,-10.5899333333,141.80904,13.8,89.4,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-15 11:44:36+00:00,-10.5807933333,142.069866667,15.5,86.7,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-15 12:54:11+00:00,-10.5863383333,142.22152,0.0,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-15 14:06:14+00:00,-10.5863316667,142.221501667,0.1,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-15 15:15:10+00:00,-10.58633,142.22151,0.0,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-15 16:22:08+00:00,-10.5919566667,142.214075,12.7,278.8,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-15 17:24:33+00:00,-10.5929083333,141.938145,15.1,263.3,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-15 18:24:34+00:00,-10.5917983333,141.918546667,15.0,85.5,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-15 19:39:40+00:00,-10.58632,142.221523333,0.1,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-15 20:48:39+00:00,-10.5863433333,142.221511667,0.0,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-15 22:03:38+00:00,-10.5863383333,142.221506667,0.0,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-15 23:15:38+00:00,-10.58633,142.221511667,0.1,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-16 00:24:40+00:00,-10.5863233333,142.221533333,0.1,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-16 01:30:43+00:00,-10.586335,142.22152,0.0,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-16 02:42:43+00:00,-10.5863283333,142.22152,0.0,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-16 03:51:40+00:00,-10.5863366667,142.22153,0.1,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-16 05:03:43+00:00,-10.5863466667,142.221526667,0.1,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-16 06:15:41+00:00,-10.586335,142.221528333,0.0,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-16 07:24:39+00:00,-10.5863366667,142.221516667,0.1,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-16 08:30:41+00:00,-10.5863533333,142.221531667,0.1,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-16 09:42:41+00:00,-10.586345,142.221501667,0.1,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-16 10:54:57+00:00,-10.56255,142.085225,18.9,100.3,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-16 11:59:54+00:00,-10.572095,142.081416667,18.3,269.6,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-16 13:04:00+00:00,-10.58634,142.221515,0.1,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-16 14:19:00+00:00,-10.5863483333,142.221508333,0.0,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-16 15:28:00+00:00,-10.5863383333,142.221508333,0.1,0.0,,Pilot,AMSA_CTS_2026-05
-1785268770,2026-05-16 16:52:02+00:00,-10.58632,142.221521667,0.1,0.0,,Pilot,AMSA_CTS_2026-05
